<UNK> 1.0	sil
ತೊಂಬತ್ತನಾಲ್ಕರಲ್ಲಿ 1.0	t o q b t eu t n aa l eu k r l eu l i 
ಯೋಜನೆಯಾಗಿ 1.0	y ii n e y aa g i 
ಹೊಂದಿತು 1.0	h o q d i t u 
ಅಳಿಸುವಿಕೆಗಾಗಿ 1.0	a lx i s u w i k e g aa g i 
ಗುರುತುಮಾಡಲ್ಪಟ್ಟಿದೆ 1.0	g u r u t u m aa dx l eu p tx eu tx i d e 
ಮಾದರಿಯ 1.0	m aa d r i y 
ವಿಸ್ತರಿತ 1.0	w i s eu t r i t 
ಅವತರಣಿಕೆಯಲ್ಲಿ 1.0	a w t r nx i k e y l eu l i 
ಇನ್ನಿತರೆ 1.0	i n eu n i t r e 
ಅಂಶಗಳಾದಂತಹ 1.0	a q sh g lx aa d q t h 
ಮಟ್ಟಕ್ಕು 1.0	m tx eu tx k eu k u 
ಪ್ರಾಮುಖ್ಯತೆಯನ್ನು 1.0	p eu r aa m u kh eu y t e y n eu n u 
ಚೈನಾದಿಂದ 1.0	c ai n aa d i q d 
ಕೂಲಿಗಳನ್ನು 1.0	k uu l i g lx n eu n u 
ನಿಲ್ಲಬೇಕು 1.0	n i l eu l b ee k u 
ಜೀವಶಾಸ್ತ್ರದ 1.0	j ii w sh aa s eu t eu r d 
ಭಾಗಗಳಾದ 1.0	bh aa g g lx aa d 
ಸಸ್ಯಶಾಸ್ತ್ರ 1.0	s s eu y sh aa s eu t eu r 
ಪ್ರಾಣಿಶಾಸ್ತ್ರಗಳೆಡರಲ್ಲೂ 1.0	p eu r aa nx i sh aa s eu t eu r g lx e dx r l eu l uu 
ಎಲ್ಲಕ್ಕೂ 1.0	e l eu l k eu k uu 
ಮಿಗಿಲಾದ 1.0	m i g i l aa d 
ಮನುಜಪಾತ್ರ 1.0	m n u j p aa t eu r 
ವರ್ಷದಿಂದ 1.0	w r eu sx d i q d 
ಬೆಂಗಾಲ್ 1.0	b e q g aa l eu 
ದೆಸೆಯಿಂದ 1.0	d e s e y i q d 
ತುಸುಹಳದಿ 1.0	t u s u h lx d i 
ಬಣ್ಣವಾಗಿ 1.0	b nx eu nx w aa g i 
ಜೀವನ 1.0	j ii w n 
ಕೃಪೆಯಿಲ್ಲದೆ 1.0	k rq p e y i l eu l d e 
ಕಥನಗೀತೆಗಳಲ್ಲಿ 1.0	k th n g ii t e g lx l eu l i 
ಶಿವನ 1.0	sh i w n 
ಆರಾಧನೆ 1.0	aa r aa dh n e 
ನಡೆಸಬಹುದು 1.0	n dx e s b h u d u 
ಪತ್ರಗಳು 1.0	p t eu r g lx u 
ಸುರಿಸುತ್ತಾರೆ 1.0	s u r i s u t eu t aa r e 
ಫಲವಂತವಾದಾಗಿನಿಂದ 1.0	txh w q t w aa d aa g i n i q d 
ತನಕ 1.0	t n k 
ಆಗುವ 1.0	aa g u w 
ಅಂಗರಚನೆಯನ್ನು 1.0	a q g r c n e y n eu n u 
ಅಂಡವಿಜ್ಞಾನ 1.0	a q dx w i j eu nj aa n 
ರಷ್ಯಾ 1.0	r sx eu y aa 
ಗೋದಿ 1.0	g ii i 
ಘನಸ್ಥಿತಿಯಲ್ಲಿರುವ 1.0	gh n s eu th i t i y l eu l i r u w 
ಚೀಲದಲ್ಲಿ 1.0	c ii l d l eu l i 
ಸಂಗ್ರಹಿಸಿಡಲಾಗುತ್ತದೆ 1.0	s q g eu r h i s i dx l aa g u t eu t d e 
ರಚನೆಯಲ್ಲಿರುವ 1.0	r c n e y l eu l i r u w 
ಉಪಯೋಗಿ 1.0	u p y ii i 
ಇಂದಿನತನಕದ 1.0	i q d i n t n k d 
ಹೆದ್ದಾರಿಗಳು 1.0	h e d eu d aa r i g lx u 
ಕೂಡುವ 1.0	k uu dx u w 
ಸಂಘಸಂಸ್ಥೆಗಳಲ್ಲಿ 1.0	s q gh s q s eu th e g lx l eu l i 
ಭಾಗವಹಿಸಲು 1.0	bh aa g w h i s l u 
ತಡೆಯುತ್ತಿತ್ತು 1.0	t dx e y u t eu t i t eu t u 
ಅಂಗರಚನೆ 1.0	a q g r c n e 
ಭೂಗೋಳದ 1.0	bh uu g ii d 
ಅನುಕ್ರಮದಲ್ಲಿ 1.0	a n u k eu r m d l eu l i 
ಬಂಧಿಯಾಗಿರುವ 1.0	b q dh i y aa g i r u w 
ನಿರ್ನಾಳ 1.0	n i r eu n aa lx 
ಗ್ರಂಥಿಗಳ 1.0	g eu r q th i g lx 
ಗ್ರಂಥಿಗಳನ್ನು 1.0	g eu r q th i g lx n eu n u 
ಇಲ್ಲದಿದ್ದರೆ 1.0	i l eu l d i d eu d r e 
ದ್ರವ್ಯವನ್ನು 1.0	d eu r w eu y w n eu n u 
ಮೊದಲಿನಂತೆ 1.0	m o d l i n q t e 
ಪ್ರಯತ್ನಿಸಿದ 1.0	p eu r y t eu n i s i d 
ಫಲಿತಾಂಶದಿಂದ 1.0	txh i t aa q sh d i q d 
ಮಾಲಿನ್ಯ 1.0	m aa l i n eu y 
ಗ್ರಹೀತ 1.0	g eu r h ii t 
ಯಂತ್ರವಿಜ್ಞಾನದ 1.0	y q t eu r w i j eu nj aa n d 
ವಿಚಾರವಾದ 1.0	w i c aa r w aa d 
ಸಮ್ಮೇಳನಗಳಲ್ಲಿನ 1.0	s m eu m ee lx n g lx l eu l i n 
ಪ್ರಶ್ನೆಯಾಯಿತು 1.0	p eu r sh eu n e y aa y i t u 
ಪಂಜಿನವರು 1.0	p q j i n w r u 
ಸಹಾಯದಿಂದ 1.0	s h aa y d i q d 
ಭಾರತದಂಥ 1.0	bh aa r t d q th 
ಪ್ರವಾಹಗಳಿಗೆ 1.0	p eu r w aa h g lx i g e 
ಅನಾವೃಷ್ಟಿಗೆ 1.0	a n aa w rq sx eu tx i g e 
ಬೆಳೆಗಳು 1.0	b e lx e g lx u 
ನಾಶವಾಗುವುದನ್ನು 1.0	n aa sh w aa g u w u d n eu n u 
ತಪ್ಪಿಸಬಹುದು 1.0	t p eu p i s b h u d u 
ಅನ್ನ 1.0	a n eu n 
ಅಂಕಿಅಂಶದ 1.0	a q k i a q sh d 
ವಹಿವಾಟಿನಲ್ಲಿ 1.0	w h i w aa tx i n l eu l i 
ನಿಚ್ಚಳವಾಗಿ 1.0	n i c eu c lx w aa g i 
ಇರುವಂತೆ 1.0	i r u w q t e 
ಬೇರೇ 1.0	b ee r ee 
ರಾಷ್ಟ್ರಗಳೊಂದಿಗೆ 1.0	r aa sx eu tx eu r g lx o q d i g e 
ಆಪತ್ತುಗಳನ್ನು 1.0	aa p t eu t u g lx n eu n u 
ಬಾಹ್ಯವಾಗಿ 1.0	b aa h eu y w aa g i 
ಸ್ಥಾಪಿಸಲಾಗುವುದು 1.0	s eu th aa p i s l aa g u w u d u 
ಪ್ರಸ್ತಾಪವನ್ನು 1.0	p eu r s eu t aa p w n eu n u 
ಅಸ್ತಿತ್ವಕ್ಕೆ 1.0	a s eu t i t eu w k eu k e 
ಅವಲಂಬಿತವಾಗಿಲ್ಲ 1.0	a w l q b i t w aa g i l eu l 
ಪರಿಸ್ಥಿತಿಯು 1.0	p r i s eu th i t i y u 
ತೊಂಬತ್ತರಲ್ಲಿ 1.0	t o q b t eu t r l eu l i 
ಸಹಯೋಗಿ 1.0	s h y ii i 
ಪ್ರಾರಂಭಿಸಲು 1.0	p eu r aa r q bh i s l u 
ಸಿಟಿ 1.0	s i tx i 
ಎದುರುಬದರಾಗಿ 1.0	e d u r u b d r aa g i 
ಅಂಕುರತ್ವರಣವು 1.0	a q k u r t eu w r nx w u 
ಸಸ್ಯವನ್ನು 1.0	s s eu y w n eu n u 
ಬಿಡುವಂತೆ 1.0	b i dx u w q t e 
ಪ್ರಚೋದಿಸುವುದಿಲ್ಲ 1.0	p eu r c ii i s u w u d i l eu l 
ಬಿಡುವುದಕ್ಕೆ 1.0	b i dx u w u d k eu k e 
ಸಿದ್ಧಮಾಡುತ್ತದೆ 1.0	s i d eu dh m aa dx u t eu t d e 
ಭಾಗಗಳೆ 1.0	bh aa g g lx e 
ಗುರುತಿಸಲಾಗದಿದ್ದರೂ 1.0	g u r u t i s l aa g d i d eu d r uu 
ಚಾಲ್ತಿಯಲ್ಲಿತ್ತು 1.0	c aa l eu t i y l eu l i t eu t u 
ಕುಮಟ 1.0	k u m tx 
ನಿರಾಕರಣೆ 1.0	n i r aa k r nx e 
ಪಾತೊಜೆನ್ 1.0	p aa t o j e n eu 
ಸ್ಥಳಾಂತರಗಳ 1.0	s eu th lx aa q t r g lx 
ಕುರಿತಾದ 1.0	k u r i t aa d 
ಗಗನಯಾತ್ರಿಗಳಿಗೆ 1.0	g g n y aa t eu r i g lx i g e 
ಕ್ಯಾನ್ಸರ್ 1.0	k eu y aa n eu s r eu 
ಬರಬಹುದಾದ 1.0	b r b h u d aa d 
ಪ್ರಾಂತ್ಯಾಧಿಕಾರಿಗೆ 1.0	p eu r aa q t eu y aa dh i k aa r i g e 
ಇವರೆಲ್ಲರೂ 1.0	i w r e l eu l r uu 
ಹೊಣೆಗಾರರಾಗಿದ್ದುದರಿಂದ 1.0	h o nx e g aa r r aa g i d eu d u d r i q d 
ಕಂದಾಯ 1.0	k q d aa y 
ಕೆಲಸಗಳಲ್ಲೊಂದಾಗಿತ್ತೆಂದು 1.0	k e l s g lx l eu l o q d aa g i t eu t e q d u 
ಬೆಸೆದ 1.0	b e s e d 
ಪರಂಪರೆಯನ್ನು 1.0	p r q p r e y n eu n u 
ಹೊಂದಿರದ 1.0	h o q d i r d 
ಸರ್ಕಾರವಿರುವ 1.0	s r eu k aa r w i r u w 
ಸಂಭವಿಸುತ್ತದೆ 1.0	s q bh w i s u t eu t d e 
ಬಲಭಾಗಕ್ಕೆ 1.0	b l bh aa g k eu k e 
ದ್ರಾವಣವನ್ನು 1.0	d eu r aa w nx w n eu n u 
ರಟ್ಟಿನ 1.0	r tx eu tx i n 
ರಂಧ್ರಗಳ 1.0	r q dh eu r g lx 
ಹೋಗುವಂತೆ 1.0	h ii u w q t e 
ಪೆಟ್ಟಿಗೆಗಳನ್ನು 1.0	p e tx eu tx i g e g lx n eu n u 
ಸರಣಿಯಲ್ಲಿರುವ 1.0	s r nx i y l eu l i r u w 
ಅಕ್ಷರಗಳ 1.0	a k eu sx r g lx 
ವಿಕ್ರಯಕ್ಕೆ 1.0	w i k eu r y k eu k e 
ಶ್ರೇಣಿ 1.0	sh eu r ee nx i 
ಸಂಕ್ಷಿಪ್ತವಾಗಿ 1.0	s q k eu sx i p eu t w aa g i 
ವಿವರಿಸುತ್ತದೆ 1.0	w i w r i s u t eu t d e 
ಶಾಸ್ತ್ರೀಯ 1.0	sh aa s eu t eu r ii y 
ಅಧ್ಯಯನದಿಂದ 1.0	a dh eu y y n d i q d 
ಆರ್ಥಿಕಾಭಿವೃದ್ಧಿಗೆ 1.0	aa r eu th i k aa bh i w rq d eu dh i g e 
ಮಾರ್ಗಗಳನ್ನು 1.0	m aa r eu g g lx n eu n u 
ಗುರುತಿಸುವುದು 1.0	g u r u t i s u w u d u 
ದಾಶಮಿಕ 1.0	d aa sh m i k 
ಕ್ರಮದ 1.0	k eu r m d 
ಜೊತೆಯಲ್ಲೇ 1.0	j o t e y l eu l ee 
ಕ್ರಮಗಳೂ 1.0	k eu r m g lx uu 
ಇದ್ದಿರಬಹುದು 1.0	i d eu d i r b h u d u 
ಎಡಭಾಗಕ್ಕೆ 1.0	e dx bh aa g k eu k e 
ಹೊರಾಂಗಣ 1.0	h o r aa q g nx 
ದೂರು 1.0	d uu r u 
ಇತ್ಯರ್ಥಗೊಳಿಸುವಾಗ 1.0	i t eu y r eu th g o lx i s u w aa g 
ರಾಜ್ಯವಲ್ಲದವರ 1.0	r aa j eu y w l eu l d w r 
ಆಸಕ್ತಿಯನ್ನು 1.0	aa s k eu t i y n eu n u 
ಬದಿಗಿರಿಸದೇ 1.0	b d i g i r i s d ee 
ನ್ಯಾಯಾಲಯ 1.0	n eu y aa y aa l y 
ವಿಚಾರಣೆ 1.0	w i c aa r nx e 
ತಳ್ಳಿದ್ದರಿಂದ 1.0	t lx eu lx i d eu d r i q d 
ದುಂಡನೆಯ 1.0	d u q dx n e y 
ಹೊರತೆಗೆದು 1.0	h o r t e g e d u 
ಬಿಡುತ್ತಾರೆ 1.0	b i dx u t eu t aa r e 
ಉದ್ಯಮಗಳನ್ನು 1.0	u d eu y m g lx n eu n u 
ಸ್ಥಾಪಿಸಿ 1.0	s eu th aa p i s i 
ಮುಖವಾದ 1.0	m u kh w aa d 
ಆರ್ಥಿಕಪ್ರಗತಿಯನ್ನು 1.0	aa r eu th i k p eu r g t i y n eu n u 
ಸಾಧಿಸುವುದಾಗಿದೆ 1.0	s aa dh i s u w u d aa g i d e 
ವ್ಯಕ್ತವಾಗುತ್ತದೆ 1.0	w eu y k eu t w aa g u t eu t d e 
ರೂಪುಗೊಳ್ಳಬೇಕಾದರೆ 1.0	r uu p u g o lx eu lx b ee k aa d r e 
ಅನ್ಯಪರಾಗಸ್ಪರ್ಶ 1.0	a n eu y p r aa g s eu p r eu sh 
ಅಂಜೂರದಿಂದ 1.0	a q j uu r d i q d 
ಆಗಲೇಬೇಕು 1.0	aa g l ee b ee k u 
ವಸ್ತುಗಳಿಂದಲೂ 1.0	w s eu t u g lx i q d l uu 
ಯುಕ್ತಿಗಳನ್ನು 1.0	y u k eu t i g lx n eu n u 
ನಿರ್ಮಿಸಬಹುದು 1.0	n i r eu m i s b h u d u 
ಮಹತ್ತರದ 1.0	m h t eu t r d 
ದೇವಾ 1.0	d ee w aa 
ಪೃಥುವಿಗಳನ್ನೂ 1.0	p rq th u w i g lx n eu n uu 
ತೊಂದರೆಗೊಳಗಾದ 1.0	t o q d r e g o lx g aa d 
ಸ್ವತ್ತುಗಳ 1.0	s eu w t eu t u g lx 
ನಿಧಿಗೆ 1.0	n i dh i g e 
ಸಂಬಂಧಪಟ್ಟಿದ್ದು 1.0	s q b q dh p tx eu tx i d eu d u 
ಘಟ್ಟದಿಂದ 1.0	gh tx eu tx d i q d 
ಕರಾವಳಿಗೆ 1.0	k r aa w lx i g e 
ಸ್ಥಳಗಳಿದ್ದ 1.0	s eu th lx g lx i d eu d 
ಅಂಗಡಿಗಳಿಂದಾಗಿ 1.0	a q g dx i g lx i q d aa g i 
ಬಂದಿದೆಯಂದು 1.0	b q d i d e y q d u 
ಊಹಿಸಲಾಗಿದೆ 1.0	uu h i s l aa g i d e 
ಚಿಲುಮೆ 1.0	c i l u m e 
ಪ್ರಕಟವಾಗಬಹುದು 1.0	p eu r k tx w aa g b h u d u 
ಹಂತದಲ್ಲಿಯೇ 1.0	h q t d l eu l i y ee 
ದೋಷಪೂರಿತ 1.0	d ii p uu r i t 
ಕಂತುಗಳನ್ನು 1.0	k q t u g lx n eu n u 
ಅಲ್ಲಿಯೇ 1.0	a l eu l i y ee 
ತ್ಯಜಿಸಲಾಗುತ್ತದೆ 1.0	t eu y j i s l aa g u t eu t d e 
ವ್ಯಾವಹಾರಿಕ 1.0	w eu y aa w h aa r i k 
ಸತ್ಯವೆನ್ನಬಹುದು 1.0	s t eu y w e n eu n b h u d u 
ಹೊತ್ತಿಸಿಕೊಂಡ 1.0	h o t eu t i s i k o q dx 
ಅಗ್ನಿ 1.0	a g eu n i 
ಗುಡಿ 1.0	g u dx i 
ಸೇರುವತನಕ 1.0	s ee r u w t n k 
ನಂದುವಂತಿಲ್ಲ 1.0	n q d u w q t i l eu l 
ನಾನ್ಜಿಂಗ್ 1.0	n aa n eu j i q g eu 
ಏರೋನಾಟಿಕ್ಸ್ 1.0	ee r ii aa tx i k eu s eu 
ಆಸ್ಟ್ರೋನಾಟಿಕ್ಸ್ 1.0	aa s eu tx eu r ii aa tx i k eu s eu 
ಕಾನೂನಿನ 1.0	k aa n uu n i n 
ಕತ್ತಲೆಯಂತಹ 1.0	k t eu t l e y q t h 
ಅನುಭವವನ್ನು 1.0	a n u bh w w n eu n u 
ನೀಡುವುದಕ್ಕಾಗಿ 1.0	n ii dx u w u d k eu k aa g i 
ದಿನಕ್ಕೆ 1.0	d i n k eu k e 
ಹದ್ನಾರು 1.0	h d eu n aa r u 
ಸೂರ್ಯೋದಯ 1.0	s uu r eu y ii y 
ಸೂರ್ಯಾಸ್ತವನ್ನು 1.0	s uu r eu y aa s eu t w n eu n u 
ನೋಡುತ್ತದೆ 1.0	n ii u t eu t d e 
ಸ್ವತಸ್ಸಿದ್ಧವಾದ 1.0	s eu w t s eu s i d eu dh w aa d 
ಅಂಶದಲ್ಲಿನ 1.0	a q sh d l eu l i n 
ಲಕ್ಷಣ 1.0	l k eu sx nx 
ವರ್ಗದ 1.0	w r eu g d 
ಭಾಷೆಗಳಲ್ಲಿರುವಷ್ಟು 1.0	bh aa sx e g lx l eu l i r u w sx eu tx u 
ಸ್ಪಷ್ಟವಾಗಿಲ್ಲವೆಂದು 1.0	s eu p sx eu tx w aa g i l eu l w e q d u 
ಅನಂತರದ 1.0	a n q t r d 
ತೋರಿಸಿಕೊಟ್ಟಿದ್ದಾರೆ 1.0	t ii i s i k o tx eu tx i d eu d aa r e 
ದಟ್ಟವಾಗಿರುತ್ತದೆ 1.0	d tx eu tx w aa g i r u t eu t d e 
ಸಂರಕ್ಷಣೆಯ 1.0	s q r k eu sx nx e y 
ನಿಯಮದಂತೆ 1.0	n i y m d q t e 
ಹಾಗೆಯೆ 1.0	h aa g e y e 
ನಾಶಗೊಳಿಸಲು 1.0	n aa sh g o lx i s l u 
ಅಗೋಚರವಾದದ್ದು 1.0	a g ii r w aa d d eu d u 
ಉಲ್ಲೇಖಿಸಲಾಗುತ್ತದೆಇದು 1.0	u l eu l ee kh i s l aa g u t eu t d e i d u 
ಪ್ರಾಥಮಿಕವಾಗಿ 1.0	p eu r aa th m i k w aa g i 
ನ್ಯಾಯಾಂಗದ 1.0	n eu y aa y aa q g d 
ಶಾಖದಲ್ಲಿ 1.0	sh aa kh d l eu l i 
ಕಳೆದುಕೊಂಡರೂ 1.0	k lx e d u k o q dx r uu 
ಬಹುಬೇಗ 1.0	b h u b ee g 
ಗಮನಕ್ಕೆ 1.0	g m n k eu k e 
ಕೊಂಡಿಗಳನ್ನೂ 1.0	k o q dx i g lx n eu n uu 
ಹಿಂಬಾಲಿಸುವ 1.0	h i q b aa l i s u w 
ಜಾಲಶೋಧನಾ 1.0	j aa l sh ii n aa 
ಸ್ವಯಂಚಾಲಿತ 1.0	s eu w y q c aa l i t 
ಜಾಲಸಂಚಾರಿಯು 1.0	j aa l s q c aa r i y u 
ಜಾಲಪುಟಗಳನ್ನು 1.0	j aa l p u tx g lx n eu n u 
ಪ್ರಗತಿಯನ್ನು 1.0	p eu r g t i y n eu n u 
ಗಮನಿಸಿದರೆ 1.0	g m n i s i d r e 
ಸಮಸ್ಯೆಗಳಿಗೆ 1.0	s m s eu y e g lx i g e 
ದೊರಕಬಹುದು 1.0	d o r k b h u d u 
ವ್ಯವಹಾರದಲ್ಲಿ 1.0	w eu y w h aa r d l eu l i 
ಭಾಗವಹಿಸುವ 1.0	bh aa g w h i s u w 
ಪ್ರಧಾನವಾಗಿಯೂ 1.0	p eu r dh aa n w aa g i y uu 
ಹ್ಯಬಿಟೇಷನ್ 1.0	h eu y b i tx ee sx n eu 
ಸ್ಥಳವನ್ನೇ 1.0	s eu th lx w n eu n ee 
ಯೋಜಿಸಲಾಗಿತ್ತು 1.0	y ii i s l aa g i t eu t u 
ರಾಮಣ್ಣ 1.0	r aa m nx eu nx 
ಸಮರ್ಥಿಸುವ 1.0	s m r eu th i s u w 
ಪ್ರತಿವಾದಿಯ 1.0	p eu r t i w aa d i y 
ವಯಸ್ಸನ್ನು 1.0	w y s eu s n eu n u 
ವ್ಯವಸ್ಥೆಯುದ್ದಕ್ಕೂ 1.0	w eu y w s eu th e y u d eu d k eu k uu 
ಉಂಟಾಯಿತು 1.0	u q tx aa y i t u 
ಸದಸ್ಯರಾಷ್ಟ್ರಗಳಲ್ಲಿ 1.0	s d s eu y r aa sx eu tx eu r g lx l eu l i 
ಅಗ್ರಸ್ಥಾನ 1.0	a g eu r s eu th aa n 
ಸಂಸ್ಥಾನಕ್ಕೆ 1.0	s q s eu th aa n k eu k e 
ಯುಕ್ಲಿಡಿಯನ್ 1.0	y u k eu l i dx i y n eu 
ಸ್ಥಳವು 1.0	s eu th lx w u 
ಕುಗ್ಗಿರುತ್ತದೆ 1.0	k u g eu g i r u t eu t d e 
ಡೆ 1.0	dx e 
ರ್ಯಾಮ್ 1.0	r eu y aa m eu 
ಕೋಮೊಲೊಲಾಜಿ 1.0	k ii o l o l aa j i 
ನಶಿಸಿಹೋಗುತ್ತವೆ 1.0	n sh i s i h ii u t eu t w e 
ಸಿದ್ಧಾಂತದ 1.0	s i d eu dh aa q t d 
ಕೊರತೆಯಾಗಿದೆ 1.0	k o r t e y aa g i d e 
ರಥದ 1.0	r th d 
ವೇಗಕ್ಕೆ 1.0	w ee g k eu k e 
ಸಿಕ್ಕ 1.0	s i k eu k 
ಸ್ಥಾವರ 1.0	s eu th aa w r 
ಜಂಗಮಾದಿಗಳು 1.0	j q g m aa d i g lx u 
ನುಚ್ಚುನೂರಾಗುವುವು 1.0	n u c eu c u n uu r aa g u w u w u 
ವಿಶ್ವಕಪ್ 1.0	w i sh eu w k p eu 
ವರ್ಧಕ 1.0	w r eu dh k 
ಉಪಕರಣಗಳನ್ನು 1.0	u p k r nx g lx n eu n u 
ಗಮನದಲ್ಲಿಟ್ಟುಕೊಂಡು 1.0	g m n d l eu l i tx eu tx u k o q dx u 
ಸೂಕ್ಷ್ಮದರ್ಶೀಯ 1.0	s uu k eu sx eu m d r eu sh ii y 
ರಕ್ಷಣಾತ್ಮಕ 1.0	r k eu sx nx aa t eu m k 
ಉಲ್ಲೇಖಿಸಲಾಗುತ್ತದೆ 1.0	u l eu l ee kh i s l aa g u t eu t d e 
ಹೋಗುತ್ತಾರೆ 1.0	h ii u t eu t aa r e 
ಭರದ್ವಾಜ 1.0	bh r d eu w aa j 
ನಾಲ್ಕನೇ 1.0	n aa l eu k n ee 
ವಿಷಯದ 1.0	w i sx y d 
ಸುಸ್ಪಷ್ಟತೆ 1.0	s u s eu p sx eu tx t e 
ಗಣಿತಶಾಸ್ತ್ರದಲ್ಲಿ 1.0	g nx i t sh aa s eu t eu r d l eu l i 
ಮುಂದುವರೆದಿದ್ದರೆಂದೂ 1.0	m u q d u w r e d i d eu d r e q d uu 
ದಶಮಾಂಶ 1.0	d sh m aa q sh 
ಸೊನ್ನೆಯನ್ನು 1.0	s o n eu n e y n eu n u 
ಕಂಡುಹಿಡಿದವರೆಂದೂ 1.0	k q dx u h i dx i d w r e q d uu 
ಖ್ಯಾತರಾಗಿದ್ದಾರೆ 1.0	kh eu y aa t r aa g i d eu d aa r e 
ಶತಮಾದ 1.0	sh t m aa d 
ನೂನ್ಯತೆ 1.0	n uu n eu y t e 
ಡಿನೊರ್ವಿಗ್ 1.0	dx i n o r eu w i g eu 
ಅರ್ಜಿಯನ್ನು 1.0	a r eu j i y n eu n u 
ಮಂಡಳಿಯು 1.0	m q dx lx i y u 
ಒಳ್ಳೆಯದಾಗಿ 1.0	o lx eu lx e y d aa g i 
ಪರಿಣಮಿಸಿದೆ 1.0	p r i nx m i s i d e 
ಚರ್ಚಿಸಿದಂತೆ 1.0	c r eu c i s i d q t e 
ಸಿದ್ಧಾಂತಿಕವಾದ 1.0	s i d eu dh aa q t i k w aa d 
ಔದ್ಯೋಗಿಕ 1.0	au d eu y ii i k 
ಸಂಶೋಧನೆಯನ್ನು 1.0	s q sh ii n e y n eu n u 
ಪ್ರಸ್ತುತಪಡಿಸುತ್ತದೆ 1.0	p eu r s eu t u t p dx i s u t eu t d e 
ಶಿಫಾರಸ್ಸುಗಳಲ್ಲಿ 1.0	sh i txh r s eu s u g lx l eu l i 
ಸಲ್ಲಿಸಿದ 1.0	s l eu l i s i d 
ನೀಡಬಹುದಾದ 1.0	n ii dx b h u d aa d 
ನಿಯತಾಂಶಗಳು 1.0	n i y t aa q sh g lx u 
ಉಲ್ಲೆಖಿಸುತ್ತಾರೆ 1.0	u l eu l e kh i s u t eu t aa r e 
ಮೂಳೆ 1.0	m uu lx e 
ಮುರಿತಕ್ಕೆ 1.0	m u r i t k eu k e 
ತೊಡೂರು 1.0	t o dx uu r u 
ಗೌಡರ 1.0	g au dx r 
ಗಿಡಮೂಲಿಕೆ 1.0	g i dx m uu l i k e 
ರಾಮಬಾಣ 1.0	r aa m b aa nx 
ತೊಂಬತ್ತೆರಡರ 1.0	t o q b t eu t e r dx r 
ಪಟ್ಟಿಯೊಂದರ 1.0	p tx eu tx i y o q d r 
ಐತಿಹಾಸಿಕವೆನ್ನಬಹುದಾದ 1.0	ai t i h aa s i k w e n eu n b h u d aa d 
ಛಾಯಾಚಿತ್ರವೊಂದು 1.0	ai y aa c i t eu r w o q d u 
ಲಭ್ಯವಿದೆ 1.0	l bh eu y w i d e 
ಹಳ್ಳಿಯ 1.0	h lx eu lx i y 
ದೇವಾಲಯವನ್ನು 1.0	d ee w aa l y w n eu n u 
ತೆಗೆದುಕೊಳ್ಳೋಣ 1.0	t e g e d u k o lx eu lx ii 
ಅದೂ 1.0	a d uu 
ಸರಹದ್ದೂ 1.0	s r h d eu d uu 
ಕಥಾನಾಯಕ 1.0	k th aa n aa y k 
ನಾಯಕಿಯರ 1.0	n aa y k i y r 
ಕಾರ್ಯಕ್ಷೇತ್ರವೆನ್ನೋಣ 1.0	k aa r eu y k eu sx ee t eu r w e n eu n ii 
ಕೂರಬೇಕಾದ 1.0	k uu r b ee k aa d 
ಸಂಪುಟ 1.0	s q p u tx 
ಕೂತಾಗ 1.0	k uu t aa g 
ನಿಲ್ದಾಣದೊಳಗೆ 1.0	n i l eu d aa nx d o lx g e 
ಅಂತರಿಕ್ಷಕ್ಕೂ 1.0	a q t r i k eu sx k eu k uu 
ದೇವತೆಗೂ 1.0	d ee w t e g uu 
ಸಂಬಂಧವಿದೆ 1.0	s q b q dh w i d e 
ಪಥಗಳಲ್ಲಿ 1.0	p th g lx l eu l i 
ಸುರಕ್ಷಿತ 1.0	s u r k eu sx i t 
ದೂರವಾಣಿಯ 1.0	d uu r w aa nx i y 
ಸೌಲಭ್ಯಗಳು 1.0	s au l bh eu y g lx u 
ವಿಚ್ಛೇದನ 1.0	w i c eu ai d n 
ಪದ್ದತಿಯನ್ನು 1.0	p d eu d t i y n eu n u 
ನ್ಯಾಯಾಲಯಗಳಿಗೆ 1.0	n eu y aa y aa l y g lx i g e 
ವಿಚಿತ್ರ 1.0	w i c i t eu r 
ಎನಿಸಬಹುದುಇದರ 1.0	e n i s b h u d u i d r 
ಉದ್ದೇಶವೆಂದರೆ 1.0	u d eu d ee sh w e q d r e 
ಪ್ರಕರಣಗಳನ್ನು 1.0	p eu r k r nx g lx n eu n u 
ದಾಖಲಿಸಬಹುದು 1.0	d aa kh l i s b h u d u 
ಫ್ರಾಂಕೋ 1.0	txh r aa q k oo 
ಸಂಸ್ಕೃತಿಗಳ 1.0	s q s eu k rq t i g lx 
ಎಂಗೆಲ್ಸ್ 1.0	e q g e l eu s eu 
ಧೋರಣೆ 1.0	dh ii nx e 
ಎತ್ತಿಹಿಡಿದು 1.0	e t eu t i h i dx i d u 
ಕಟ್ಟುನಿಟ್ಟಾಗಿ 1.0	k tx eu tx u n i tx eu tx aa g i 
ಪಾಲಿಸಲು 1.0	p aa l i s l u 
ಶ್ರಮಿಸಿತು 1.0	sh eu r m i s i t u 
ಕಾರ್ಟೆಲ್ಲುಗಳೂ 1.0	k aa r eu tx e l eu l u g lx uu 
